Ref;Val;Package;PosX;PosY;Rot;Side
C1;C;C_0603_1608Metric;123,317;-102,248;90;top
R1;5k6;R_0603_1608Metric;124,079;-104,648;0;top
R2;5k6;R_0603_1608Metric;124,079;-99,822;0;top
R3;200;R_0603_1608Metric;127,19;-104,648;180;top
R4;200;R_0603_1608Metric;127,191;-99,822;0;top
R5;5k6;R_0603_1608Metric;127,19;-101,473;180;top
U1;SHT30-DIS;Sensirion_DFN-8-1EP_2.5x2.5mm_P0.5mm_EP1.1x1.7mm;120,142;-102,235;0;top
